idx,image_id,prediction,gold,EM,F1,BLEU4,ROUGE_L_F1
8058,,Two trucks are parked.,Many trucks are parked at the back of the ego car.,0,0.461538,0.0,0.461538
8059,,No.,No.,1,1.0,0.0,1.0
8060,,No.,No.,1,1.0,0.0,1.0
8061,,None.,"< c2,CAM_BACK,520.8,573.3>.",0,0.0,0.0,0.0
8062,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
8063,,"The action is none, the reason is",The action is to do nothing; the reason is that there is no safety issue.,0,0.444444,0.0,0.444444
8064,,Yes.,Yes.,1,1.0,0.0,1.0
8065,,Yes.,Yes.,1,1.0,0.0,1.0
8066,,Many cars are parked.,"Three of the cars are parked, and one is moving.",0,0.461538,0.0,0.461538
8067,,Stationary.,Stationary.,1,1.0,0.0,1.0
8068,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
8069,,"Back up, brake suddenly.","Slightly offset to the left, accelerate, and proceed.",0,0.0,0.0,0.0
8070,,No.,No.,1,1.0,0.0,1.0
8071,,There is a white truck to the,"There is a black car to the back of the ego vehicle, pedestrians crossing the road to the front left of the ego vehicle, a silver sedan to the front left of the ego vehicle, and a black SUV to the back left of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,782.5,625.0>, < c2,CAM_FRONT_LEFT,1295.8,620.8>, < c3,CAM_FRONT_LEFT,769.2,556.7>, and < c4,",0,0.12,0.0,0.12
8072,,There is a white truck to the,"There is a gray sedan to the back of the ego vehicle, a black car to the back of the ego vehicle, a blue sedan to the front right of the ego vehicle, a black sedan to the front of the ego vehicle, and a white sedan to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,868.3,523.3>, < c2,CAM_BACK,691.2,536.7>, < c3,CAM_FRONT_RIGHT,558.3,647.5",0,0.153846,0.0,0.153846
8073,,"Back up, brake suddenly.","Brake suddenly, accelerate, and go ahead are dangerous actions for the ego vehicle in this scenario.",0,0.210526,0.0,0.210526
8074,,No.,No.,1,1.0,0.0,1.0
8075,,Yes.,No.,0,0.0,0.0,0.0
8076,,Brake suddenly.,Brake suddenly.,1,1.0,0.0,1.0
8077,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
8078,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
8079,,Yes.,Yes.,1,1.0,0.0,1.0
8080,,The ego vehicle.,"< c2,CAM_FRONT,741.7,586.7>.",0,0.0,0.0,0.0
8081,,Moving.,Moving.,1,1.0,0.0,1.0
8082,,"Back up, brake suddenly.","Braking suddenly, backing up.",0,0.5,0.0,0.25
8083,,The action is to keep going at the,"The action is to keep going at the same speed. The reason for this action is that the object has little reference value for the ego vehicle, with a high probability.",0,0.387097,0.042144,0.387097
8084,,The action is to keep going at the,"The action is to keep going at the same speed because the object has little reference value for the ego vehicle, with a high probability.",0,0.461538,0.096972,0.461538
8085,,The trailer in front of the ego,One trailer is moving.,0,0.222222,0.0,0.222222
8086,,"< c2,CAM_BACK",None.,0,0.0,0.0,0.0
8087,,None.,None.,1,1.0,0.0,1.0
8088,,There is a white truck to the,"There is a white lines to the front of the ego vehicle, a white sedan to the back of the ego vehicle, and a black sedan to the back of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT,858.3,605.8>, < c2,CAM_BACK,785.0,624.2>, and < c3,CAM_BACK,935.8,490.8>.",0,0.210526,0.0,0.210526
8089,,The ego vehicle is going straight.,The ego vehicle is steering to the right. The ego vehicle is driving very fast.,0,0.352941,0.0,0.352941
8090,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8091,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
8092,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
8093,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to maintain a safe distance, which is high.",0,0.521739,0.15988,0.521739
8094,,No.,No.,1,1.0,0.0,1.0
8095,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
8096,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
8097,,Yes.,Yes.,1,1.0,0.0,1.0
8098,,No.,No.,1,1.0,0.0,1.0
8099,,Yes.,Yes.,1,1.0,0.0,1.0
8100,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
8101,,There is one moving car behind the,"There is one parked car to the front left of the ego car, two parked cars to the back of the ego car, and one parked truck to the back left of the ego car.",0,0.228571,0.0,0.228571
8102,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, with a high probability.",0,0.428571,0.069483,0.428571
8103,,One truck is parked.,One truck is moving.,0,0.75,0.0,0.75
8104,,There is a white truck to the,"There is a white SUV to the back of the ego vehicle, a black SUV to the front of the ego vehicle, a white bus to the front of the ego vehicle, a blue sedan to the front right of the ego vehicle, and a red light to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,855.0,532.5>, < c2,CAM_FRONT,935.5,536.3>, < c3,CAM_FRONT,1550.8,479.2>,",0,0.153846,0.0,0.153846
8105,,Brake suddenly.,Reversing.,0,0.0,0.0,0.0
8106,,"Yes, there are traffic elements in the","Yes, there are some traffic elements in the front view.",0,0.8,0.0,0.8
8107,,Yes.,Yes.,1,1.0,0.0,1.0
8108,,Moving.,Stationary.,0,0.0,0.0,0.0
8109,,The action is to keep going at the,The action is to brake gently to a stop. The reason is that there is no safety issue. The probability is high.,0,0.25,0.0,0.25
8110,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
8111,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
8112,,"Firstly, notice < c3,","Firstly, notice that < c1,CAM_FRONT_LEFT,1495.7,474.1>. The object is stationary, so the ego vehicle should continue going ahead at the same speed. Secondly, notice that < c3,CAM_FRONT,905.0,448.3>. The object is going ahead, so the ego vehicle should continue going ahead at the same speed. Thirdly, notice that < c2,CAM_FRONT,761.7,528.3>. The object is going ahead, so the ego vehicle should continue going ahead",0,0.075472,0.0,0.075472
8113,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
8114,,There are many cars and one truck to,"There are many pedestrians, one bicycle, and one truck to the front left of the ego car.",0,0.608696,0.208431,0.608696
8115,,Moving.,Stationary.,0,0.0,0.0,0.0
8116,,No.,No.,1,1.0,0.0,1.0
8117,,Moving.,Moving.,1,1.0,0.0,1.0
8118,,No.,No.,1,1.0,0.0,1.0
8119,,The ego vehicle is going straight.,The ego vehicle is slightly steering to the right. The ego vehicle is driving fast.,0,0.352941,0.0,0.352941
8120,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, and the probability is high.",0,0.413793,0.058816,0.413793
8121,,No.,No.,1,1.0,0.0,1.0
8122,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
8123,,Low.,Low.,1,1.0,0.0,1.0
8124,,No.,No.,1,1.0,0.0,1.0
8125,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8126,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
8127,,No.,No.,1,1.0,0.0,1.0
8128,,Yes.,Yes.,1,1.0,0.0,1.0
8129,,"< c1,CAM_FRON","< c2,CAM_FRONT_LEFT,887.6,417.9>, < c3,CAM_FRONT,699.2,753.0>, < c1,CAM_BACK,932.5,575.0>.",0,0.0,0.0,0.0
8130,,None.,None.,1,1.0,0.0,1.0
8131,,Accelerating and going straight.,Accelerating and going straight.,1,1.0,1.0,1.0
8132,,The action is to keep going at the,"The action is to keep going at the same speed, the reason is to avoid a collision. The probability is high.",0,0.545455,0.188876,0.545455
8133,,Yes.,No.,0,0.0,0.0,0.0
8134,,"The action is none, the reason is","The action is to keep going at the same speed, the reason is to keep a safe distance.",0,0.421053,0.0,0.421053
8135,,Yes.,Yes.,1,1.0,0.0,1.0
8136,,Keep going at the same speed.,Keep going at the same speed.,1,1.0,1.0,1.0
8137,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
8138,,There is a white truck to the,"There is a black car to the front left of the ego vehicle, a black car to the back of the ego vehicle, a person wearing a shirt to the front of the ego vehicle, a black car to the front of the ego vehicle, a silver car to the front of the ego vehicle, and a person wearing a black shirt to the front right of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT_LEFT,960.8,550.0>, < c2,CAM_BACK,83",0,0.096774,0.0,0.096774
8139,,None.,None.,1,1.0,0.0,1.0
8140,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8141,,Black sedan.,Black car.,0,0.5,0.0,0.5
8142,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
8143,,No.,No.,1,1.0,0.0,1.0
8144,,No.,No.,1,1.0,0.0,1.0
8145,,Black sedan.,Black sedan.,1,1.0,0.0,1.0
8146,,Back up.,Change to the left lane.,0,0.0,0.0,0.0
8147,,Accelerating and going straight.,"No action taken by the ego vehicle will lead to a collision with < c2,CAM_FRONT,896.7,473.3>.",0,0.0,0.0,0.0
8148,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8149,,The action is to keep going at the,The action is to remain stationary because there is no safety issue. The probability of this action is high.,0,0.26087,0.0,0.26087
8150,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
8151,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
8152,,No.,No.,1,1.0,0.0,1.0
8153,,No.,Yes.,0,0.0,0.0,0.0
8154,,Low.,Low.,1,1.0,0.0,1.0
8155,,Back up.,No such action will lead to a collision.,0,0.0,0.0,0.0
8156,,There are many cars and one truck to,There is one pedestrian to the front left of the ego car.,0,0.333333,0.0,0.333333
8157,,Yes.,Yes.,1,1.0,0.0,1.0
8158,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
8159,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
8160,,One bus is moving.,One bus is moving.,1,1.0,1.0,1.0
8161,,There are many cars and one truck in,There are two traffic cones and one truck in front of the ego car.,0,0.571429,0.220064,0.571429
8162,,There are many cars and one truck behind,"There are three cars, many barriers, and one truck behind the ego car.",0,0.8,0.26796,0.7
8163,,Stationary.,Stationary.,1,1.0,0.0,1.0
8164,,Yes.,Yes.,1,1.0,0.0,1.0
8165,,No.,No.,1,1.0,0.0,1.0
8166,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
8167,,No.,Yes.,0,0.0,0.0,0.0
8168,,No.,No.,1,1.0,0.0,1.0
8169,,No.,No.,1,1.0,0.0,1.0
8170,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, and the probability is high.",0,0.413793,0.058816,0.413793
8171,,Low.,Low.,1,1.0,0.0,1.0
8172,,Yes.,Yes.,1,1.0,0.0,1.0
8173,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8174,,No.,No.,1,1.0,0.0,1.0
8175,,The action is to keep going at the,The action is to keep going at the same speed because there is no safety issue. The probability of this action is high.,0,0.461538,0.096972,0.461538
8176,,One pedestrian is moving.,One pedestrian is standing.,0,0.75,0.0,0.75
8177,,There is one moving car behind the,"There is one moving car in front of the ego car, two parked cars behind the ego car, one moving truck in front of the ego car, and two moving pedestrians in front of the ego car.",0,0.307692,0.008835,0.307692
8178,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, and the probability is high.",0,0.413793,0.058816,0.413793
8179,,The action is to keep going at the,The action is to remain stationary because there is no safety issue. The probability of this action is high.,0,0.26087,0.0,0.26087
8180,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8181,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider (in descending order) is < c3,CAM_FRONT_RIGHT,558.3,647.5>, < c4,CAM_FRONT,1259.6,558.3>, < c5,CAM_FRONT,887.5,520.8>, < c2,CAM_BACK,691.2,536.7>, < c1,CAM_BACK,868.3,523.3>.",0,0.0,0.0,0.0
8182,,No.,Yes.,0,0.0,0.0,0.0
8183,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
8184,,No.,No.,1,1.0,0.0,1.0
8185,,"The action is none, the reason is",The action is none; the reason is to avoid a collision.,0,0.769231,0.548812,0.769231
8186,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving fast.,0,0.666667,0.367879,0.666667
8187,,No.,No.,1,1.0,0.0,1.0
8188,,None.,None.,1,1.0,0.0,1.0
8189,,Yes.,Yes.,1,1.0,0.0,1.0
8190,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving fast.,0,0.666667,0.367879,0.666667
8191,,"Firstly, notice < c3,","Firstly, notice < c1,CAM_FRONT,47.5,542.5>. It is stationary, so the ego vehicle should continue ahead at the same speed. Secondly, notice < c2,CAM_FRONT,597.9,417.6>. It is turning left, so the ego vehicle should also turn left. Thirdly, notice < c3,CAM_FRONT,967.2,346.1>. It is a traffic sign, so the ego vehicle should turn left.",0,0.088889,0.0,0.088889
8192,,Yes.,Yes.,1,1.0,0.0,1.0
8193,,"Many cars are parked, and one","Two of the cars are moving, and one is parked.",0,0.666667,0.0,0.533333
8194,,No.,No.,1,1.0,0.0,1.0
8195,,No.,No.,1,1.0,0.0,1.0
8196,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
8197,,No.,No.,1,1.0,0.0,1.0
8198,,Brake suddenly.,Brake suddenly.,1,1.0,0.0,1.0
8199,,Please proceed.,Bike lane.,0,0.0,0.0,0.0
8200,,The ego vehicle.,None.,0,0.0,0.0,0.0
8201,,Accelerating and going straight.,Accelerating and going straight.,1,1.0,1.0,1.0
8202,,"Many cars are parked, and one","Many cars are moving, and many are parked.",0,0.714286,0.0,0.571429
8203,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is not moving.,0,0.666667,0.367879,0.666667
8204,,"Many cars are parked, and one","Three of the cars are moving, and three are parked.",0,0.533333,0.0,0.4
8205,,One motorcycle is without a rider,One motorcycle is without a rider.,1,1.0,1.0,1.0
8206,,No.,No.,1,1.0,0.0,1.0
8207,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider in descending order is < c4,CAM_FRONT,1006.3,417.4>, < c1,CAM_FRONT_LEFT,595.8,524.2>, < c3,CAM_FRONT_RIGHT,966.7,425.0>, < c2,CAM_BACK,739.2,467.5>.",0,0.0,0.0,0.0
8208,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
8209,,One motorcycle is without a rider,One motorcycle is without a rider.,1,1.0,1.0,1.0
8210,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
8211,,"Yes, there are traffic elements in the","No, there are no traffic elements in the front view.",0,0.666667,0.0,0.666667
8212,,The ego vehicle.,None.,0,0.0,0.0,0.0
8213,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
8214,,No.,No.,1,1.0,0.0,1.0
8215,,There is a white truck to the,"There is a white van to the front of the ego vehicle, a red SUV to the back of the ego vehicle, a white SUV to the back of the ego vehicle, and a gray SUV to the back right of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT,956.7,474.2>, < c2,CAM_BACK,546.7,513.3>, < c3,CAM_BACK,638.3,508.3>, and < c4,CAM_BACK_RIGHT,80",0,0.170213,0.0,0.170213
8216,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
8217,,No.,No.,1,1.0,0.0,1.0
8218,,Yes.,No.,0,0.0,0.0,0.0
8219,,None.,None.,1,1.0,0.0,1.0
8220,,One pedestrian is moving.,One pedestrian is moving.,1,1.0,1.0,1.0
8221,,Many pedestrians are moving.,"One of the pedestrians is moving, and one is standing.",0,0.307692,0.0,0.307692
8222,,Black sedan.,Blue sedan.,0,0.5,0.0,0.5
8223,,No.,No.,1,1.0,0.0,1.0
8224,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving very fast.,0,0.625,0.301194,0.625
8225,,The action is to keep going at the,"The action is to keep stationary. The reason is that the object has little reference value for the ego vehicle, with a high probability.",0,0.32,0.058211,0.32
8226,,"< c1,CAM_FRON","< c3,CAM_FRONT,850.8,525.8>, < c2,CAM_BACK,766.7,531.7>, < c1,CAM_BACK,755.8,527.5>.",0,0.0,0.0,0.0
8227,,"The action is none, the reason is","The action is none, the reason is to avoid a collision.",0,0.769231,0.548812,0.769231
8228,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
8229,,Moving.,Moving.,1,1.0,0.0,1.0
8230,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
8231,,No.,No.,1,1.0,0.0,1.0
8232,,Only one of the boxes is a,Only one of the boxes is a traffic sign.,0,0.833333,0.67032,0.833333
8233,,None.,None.,1,1.0,0.0,1.0
8234,,"The action is none, the reason is","The action is none, the reason is to maintain a safe distance.",0,0.714286,0.449329,0.714286
8235,,No.,No.,1,1.0,0.0,1.0
8236,,No.,No.,1,1.0,0.0,1.0
8237,,"Keep going at the same speed, accelerate","Keep going at the same speed, decelerate gradually without braking.",0,0.666667,0.460864,0.666667
8238,,"Firstly, notice < c3,","Firstly, notice that < c3,CAM_FRONT,850.8,525.8>. The object is going ahead, so the ego vehicle should continue going ahead at the same speed. Secondly, notice that < c2,CAM_BACK,766.7,531.7>. The object is going ahead, so the ego vehicle should continue going ahead at the same speed. Thirdly, notice that < c1,CAM_BACK,755.8,527.5>. The object is going ahead, so the ego vehicle should continue going ahead at the same speed.",0,0.070175,0.0,0.070175
8239,,Stationary.,Stationary.,1,1.0,0.0,1.0
8240,,None.,None.,1,1.0,0.0,1.0
8241,,Yes.,Yes.,1,1.0,0.0,1.0
8242,,There are many cars and one truck to,"There are three trailers, two cars, two trucks, and one barrier to the back left of the ego car.",0,0.48,0.0,0.48
8243,,The ego vehicle.,None.,0,0.0,0.0,0.0
8244,,Yes.,Yes.,1,1.0,0.0,1.0
8245,,Two trucks are parked.,Two trucks are parked.,1,1.0,1.0,1.0
8246,,Yes.,Yes.,1,1.0,0.0,1.0
8247,,There are many cars to the back right,There are three cars and one pedestrian to the back right of the ego car.,0,0.6,0.0,0.6
8248,,"The action is none, the reason is",The action is to none; the reason is there is no safety issue.,0,0.625,0.0,0.625
8249,,No.,No.,1,1.0,0.0,1.0
8250,,Reversing to the right rear.,No such action will lead to a collision.,0,0.181818,0.0,0.181818
8251,,"Firstly, notice < c3,","Firstly, notice that < c4,CAM_FRONT,895.6,796.6>. The object is a traffic sign, so the ego vehicle should continue ahead at the same speed. Secondly, notice that < c1,CAM_FRONT_LEFT,929.6,460.3>. The object is going ahead, so the ego vehicle should continue ahead at the same speed. Thirdly, notice that < c5,CAM_FRONT,699.8,347.4>. The object is a traffic sign, so the ego vehicle should continue ahead",0,0.078431,0.0,0.078431
8252,,Slight right turn.,Changing to the right lane.,0,0.285714,0.0,0.285714
8253,,Yes.,No.,0,0.0,0.0,0.0
8254,,There are many cars and one truck in,"There are two cars, two trucks, two pedestrians, and one trailer in front of the ego car.",0,0.5,0.0,0.5
8255,,No.,No.,1,1.0,0.0,1.0
8256,,Yes.,No.,0,0.0,0.0,0.0
8257,,There are many cars to the back right,There are two bicycles and one pedestrian to the back right of the ego car.,0,0.5,0.0,0.5
8258,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
8259,,The action is to keep going at the,"The action is to remain stationary. The reason for this action is to follow traffic rules, which has a high probability.",0,0.25,0.0,0.25
8260,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, with a high probability.",0,0.428571,0.069483,0.428571
